Request URL - https://pantherdb.org/services/oai/pantherdb/enrich/overrep?organism=3702&refOrganism=3702&annotDataSet=GO%3A0008150&enrichmentTestType=FISHER&correction=FDR&geneInputList=AT1G01100,AT1G04270,AT1G06040,AT1G15690,AT1G16850,AT1G20620,AT1G27090,AT1G51590,AT1G64090,AT1G64510,AT1G66180,AT1G66240,AT1G68560,AT1G70490,AT1G74020,AT2G02100,AT2G05380,AT2G13360,AT2G18020,AT2G18160,AT2G21060,AT2G22670,AT2G24762,AT2G25980,AT2G31750,AT2G32690,AT2G36160,AT2G37220,AT2G47420,AT2G47900,AT3G02470,AT3G03600,AT3G06700,AT3G15280,AT3G15353,AT3G16420,AT3G20470,AT3G21720,AT3G23450,AT3G25597,AT3G26520,AT3G45140,AT3G47470,AT3G51840,AT3G55980,AT3G61070,AT3G62290,AT3G62410,AT4G00030,AT4G01610,AT4G01870,AT4G02450,AT4G13430,AT4G15630,AT4G16240,AT4G23680,AT4G27450,AT4G29020,AT4G33670,AT4G33865,AT4G34138,AT4G34700,AT4G34870,AT5G02380,AT5G03860,AT5G06780,AT5G12120,AT5G24314,AT5G41920,AT5G42820,AT5G44180,AT5G52300,AT5G65430,ATCG00190,AT1G01100.2.exon3,AT1G01620.1.exon4,AT1G04270.1.exon2,AT1G06040.1.exon3,AT1G09760.1.exon8,AT1G11210.1.exon2,AT1G12090.1.exon1,AT1G15690.2.exon5,AT1G16850.1.exon2,AT1G19020.1.exon1,AT1G20620.4.exon4,AT1G22280.1.exon6,AT1G25275.1.exon3,AT1G05993.1.exon1,AT1G26270.1.exon2,AT1G27090.1.exon4,AT1G28330.1.exon3,AT1G51590.2.exon13,AT1G52300.1.exon4,AT1G64090.1.exon5,AT1G64510.1.exon2,AT1G66180.1.exon1,AT1G66240.1.exon2,AT1G68560.1.exon3,AT1G70490.5.exon3,AT1G74020.1.exon3,AT1G75800.1.exon3,AT2G02100.1.exon2,AT2G03640.1.exon9,AT2G05380.1.exon2,AT2G13360.2.exon4,AT2G18020.1.exon2,AT2G18160.1.exon1,AT2G20670.1.exon3,AT2G21060.1.exon1,AT2G22670.2.exon2,AT2G24762.1.exon1,AT2G25980.1.exon2,AT2G31750.1.exon2,AT2G31751.1.exon3,AT2G32690.1.exon1,AT2G34480.1.exon4,AT2G08765.1.exon1,AT2G36160.1.exon3,AT2G37220.1.exon3,AT2G39870.1.exon4,AT2G44670.1.exon2,AT2G45640.1.exon6,AT2G47420.1.exon2,AT2G47900.1.exon4,AT3G02470.1.exon3,AT3G02480.1.exon3,AT3G03600.1.exon1,AT3G06700.1.exon2,AT3G09390.1.exon2,AT3G10020.1.exon1,AT3G13460.1.exon9,AT3G15280.1.exon2,AT3G15353.1.exon3,AT3G16420.1.exon3,AT3G20470.1.exon1,AT3G21720.1.exon5,AT3G23450.1.exon1,AT3G25597.1.exon1,AT3G26520.1.exon1,AT3G27830.1.exon1,AT3G45140.2.exon7,AT3G47470.1.exon3,AT3G49910.1.exon1,AT3G51840.1.exon12,AT3G55980.1.exon2,AT3G61070.1.exon5,AT3G62030.1.exon7,AT3G62290.2.exon3,AT3G62410.1.exon1,AT4G00030.1.exon3,AT4G01610.2.exon3,AT4G01610.2.exon9,AT4G01870.1.exon1,AT4G02450.2.exon5,AT4G11320.1.exon4,AT4G13430.1.exon8,AT4G15630.1.exon1,AT4G16240.1.exon2,AT4G16500.1.exon1,AT4G17390.1.exon4,AT4G23680.1.exon1,AT4G27450.1.exon4,AT4G29020.1.exon1,AT4G33670.1.exon5,AT4G33865.1.exon1,AT4G34138.1.exon2,AT4G34139.1.exon2,AT4G34700.1.exon4,AT4G34870.1.exon1,AT4G37930.1.exon15,AT4G38932.1.exon1,AT4G40040.1.exon5,AT5G02160.1.exon2,AT5G02380.1.exon1,AT5G03860.1.exon4,AT5G06780.2.exon7,AT5G12110.1.exon6,AT5G12120.1.exon2,AT5G19820.1.exon19,AT5G24314.1.exon4,AT5G41920.1.exon1,AT5G42820.1.exon2,AT5G06395.1.exon1,AT5G44180.1.exon19,AT5G52300.2.exon4,AT5G65430.1.exon1,AT5G66050.1.exon10,AT5G67200.1.exon2,ATMG01390.1.exon1,ATCG00190.1.exon1,AT1G01620,AT1G09760,AT1G11210,AT1G11850,AT1G12090,AT1G19020,AT1G22280,AT1G25275,AT1G26270,AT1G28330,AT1G52300,AT1G75800,AT2G03640,AT2G20670,AT2G31510,AT2G34480,AT2G39870,AT2G44670,AT2G45640,AT3G02480,AT3G09390,AT3G10020,AT3G13460,AT3G27830,AT3G49910,AT3G62030,AT4G11320,AT4G16500,AT4G17390,AT4G34139,AT4G37930,AT4G40040,AT5G02160,AT5G12110,AT5G19820,AT5G66050,AT5G67200,AT1G05993,AT2G31751,AT2G08765,AT4G38932,AT5G06395,ATMG01390
5530 terms in reference list
GO Term	Expected	Fold enrichment	raw P value	FDR	Term label
GO:0019265	0.003967242948134667	252.06422018348627	0.003967242947918647	0.43877707003980243	glycine biosynthetic process, by transamination of glyoxylate
GO:0017014	0.003967242948134667	252.06422018348627	0.003967242947918647	0.4301735980782377	protein nitrosylation
GO:0035606	0.003967242948134667	252.06422018348627	0.003967242947918647	0.4219010288844254	peptidyl-cysteine S-trans-nitrosylation
GO:0001714	0.003967242948134667	252.06422018348627	0.003967242947918647	0.4139406321130211	endodermal cell fate specification
GO:0001711	0.003967242948134667	252.06422018348627	0.003967242947918647	0.4062750648516689	endodermal cell fate commitment
GO:0018316	0.003967242948134667	252.06422018348627	0.003967242947918647	0.3988882454907295	peptide cross-linking via L-cystine
GO:0018149	0.003967242948134667	252.06422018348627	0.003967242947918647	0.3917652411069664	peptide cross-linking
GO:0018119	0.003967242948134667	252.06422018348627	0.003967242947918647	0.38489216670158105	peptidyl-cysteine S-nitrosylation
GO:0060795	0.003967242948134667	252.06422018348627	0.003967242947918647	0.37825609486189865	cell fate commitment involved in formation of primary germ layer
GO:0010248	0.003967242948134667	252.06422018348627	0.003967242947918647	0.37184497461000204	establishment or maintenance of transmembrane electrochemical gradient
GO:0006097	0.011901728844404004	168.0428134556575	4.666409052664139e-05	0.01517955415366629	glyoxylate cycle
GO:0090610	0.007934485896269335	126.03211009174314	0.007918890706729704	0.6255923658316466	bundle sheath cell fate specification
GO:0071454	0.007934485896269335	126.03211009174314	0.007918890706729704	0.6167812057495107	cellular response to anoxia
GO:0032055	0.007934485896269335	126.03211009174314	0.007918890706729704	0.6082148001141009	negative regulation of translation in response to stress
GO:0043555	0.007934485896269335	126.03211009174314	0.007918890706729704	0.5998830905234968	regulation of translation in response to stress
GO:0046487	0.01983621474067334	100.82568807339449	0.00015474062557658551	0.04753975885769544	glyoxylate metabolic process
GO:0006878	0.023803457688808007	84.02140672782875	0.00023150880438221747	0.06401218441168313	intracellular copper ion homeostasis
GO:0001706	0.011901728844404004	84.02140672782875	0.011855004014287225	0.7994899048659555	endoderm formation
GO:0001704	0.011901728844404004	84.02140672782875	0.011855004014287225	0.7898574963735946	formation of primary germ layer
GO:1902448	0.011901728844404004	84.02140672782875	0.011855004014287225	0.7804544309405756	positive regulation of shade avoidance
GO:0010597	0.011901728844404004	84.02140672782875	0.011855004014287225	0.7712726141059806	green leaf volatile biosynthetic process
GO:0046459	0.011901728844404004	84.02140672782875	0.011855004014287225	0.762304327895446	short-chain fatty acid metabolic process
GO:0080153	0.011901728844404004	84.02140672782875	0.011855004014287225	0.753542209184004	negative regulation of reductive pentose-phosphate cycle
GO:0080152	0.011901728844404004	84.02140672782875	0.011855004014287225	0.7449792295341858	regulation of reductive pentose-phosphate cycle
GO:0035987	0.011901728844404004	84.02140672782875	0.011855004014287225	0.7366086763933523	endodermal cell differentiation
GO:0007492	0.011901728844404004	84.02140672782875	0.011855004014287225	0.7284241355445372	endoderm development
GO:0010110	0.011901728844404004	84.02140672782875	0.011855004014287225	0.7204194747143775	regulation of photosynthesis, dark reaction
GO:0007369	0.011901728844404004	84.02140672782875	0.011855004014287225	0.7125888282500908	gastrulation
GO:0033591	0.01586897179253867	63.01605504587157	0.015775643377343444	0.9280777433692473	response to L-ascorbic acid
GO:0006597	0.01586897179253867	63.01605504587157	0.015775643377343444	0.9183085039653605	spermine biosynthetic process
GO:1902446	0.01586897179253867	63.01605504587157	0.015775643377343444	0.908742790382388	regulation of shade avoidance
GO:0019372	0.01586897179253867	63.01605504587157	0.015775643377343444	0.8993743080073119	lipoxygenase pathway
GO:0097466	0.01983621474067334	50.412844036697244	0.01968086906491186	1	ubiquitin-dependent glycoprotein ERAD pathway
GO:1904587	0.01983621474067334	50.412844036697244	0.01968086906491186	1	response to glycoprotein
GO:0008295	0.01983621474067334	50.412844036697244	0.01968086906491186	1	spermidine biosynthetic process
GO:1904382	0.01983621474067334	50.412844036697244	0.01968086906491186	1	mannose trimming involved in glycoprotein ERAD pathway
GO:0036508	0.01983621474067334	50.412844036697244	0.01968086906491186	1	protein alpha-1,2-demannosylation
GO:0036507	0.01983621474067334	50.412844036697244	0.01968086906491186	1	protein demannosylation
GO:0035977	0.01983621474067334	50.412844036697244	0.01968086906491186	1	protein deglycosylation involved in glycoprotein catabolic process
GO:0006545	0.04363967242948135	45.829858215179314	0.0008379218928379243	0.16548957383549004	glycine biosynthetic process
GO:0034059	0.023803457688808007	42.010703363914374	0.023570741118118032	1	response to anoxia
GO:0006690	0.023803457688808007	42.010703363914374	0.023570741118118032	1	icosanoid metabolic process
GO:0019079	0.023803457688808007	42.010703363914374	0.023570741118118032	1	viral genome replication
GO:0033273	0.023803457688808007	42.010703363914374	0.023570741118118032	1	response to vitamin
GO:0046622	0.023803457688808007	42.010703363914374	0.023570741118118032	1	positive regulation of organ growth
